Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-12-28 00:00:00-05:00,24.258203151299597,24.28075142212427,23.94029283093204,24.084592819213867,106816800,0.0,0.0
2015-12-29 00:00:00-05:00,24.11615785240755,24.673066414898024,24.093611302224808,24.517492294311523,123724800,0.0,0.0
2015-12-30 00:00:00-05:00,24.4814160775029,24.5084712473463,24.16575924119607,24.197324752807617,100855200,0.0,0.0
2015-12-31 00:00:00-05:00,24.127435079311855,24.131943701849536,23.63365748213644,23.732864379882812,163649200,0.0,0.0
2016-01-04 00:00:00-05:00,23.13536470843741,23.757659374044465,22.997828537412097,23.753149032592773,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,23.84334091401202,23.86588746445505,23.09027546402736,23.157915115356445,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,22.67315212759275,23.081252008015664,22.51757975567741,22.7047176361084,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,22.24927748958022,22.576206800086034,21.74197231936601,21.74648094177246,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,22.219959979283978,22.34622200825535,21.81637045646062,21.86146354675293,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,22.31466098436711,22.334952363018157,21.94714551589993,22.2154541015625,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,22.670903704702315,22.702469220218045,22.28535028483298,22.53787612915039,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,22.61904778838924,22.81520641838158,21.938132232188153,21.958423614501953,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,22.08693443736933,22.65511705954085,21.586393176948658,22.43866539001465,252680400,0.0,0.0
2016-01-15 00:00:00-05:00,21.690111257365654,22.030569837123405,21.500718174178445,21.899797439575195,319335600,0.0,0.0
2016-01-19 00:00:00-05:00,22.18839573268043,22.24250778814382,21.53228039444584,21.793825149536133,212350800,0.0,0.0
2016-01-20 00:00:00-05:00,21.442098000740142,22.13879798972315,21.06331007473765,21.82314109802246,289337600,0.0,0.0
2016-01-21 00:00:00-05:00,21.884018838261724,22.068903334658593,21.406025697436156,21.712663650512695,208646000,0.0,0.0
2016-01-22 00:00:00-05:00,22.238001152410096,22.876078671753593,22.179380465969416,22.8670597076416,263202000,0.0,0.0
2016-01-25 00:00:00-05:00,22.889605485347495,22.891860656347266,22.36877279684545,22.420631408691406,207178000,0.0,0.0
2016-01-26 00:00:00-05:00,22.53111771962099,22.74531258611512,22.111745233056237,22.544645309448242,300308000,0.0,0.0
2016-01-27 00:00:00-05:00,21.654036018190727,21.78706185981396,21.045268881413524,21.06330680847168,533478800,0.0,0.0
2016-01-28 00:00:00-05:00,21.1467310808786,21.31132243592467,20.83107423588885,21.214370727539062,222715200,0.0,0.0
2016-01-29 00:00:00-05:00,21.37219884846279,21.9471435546875,21.27299197452338,21.9471435546875,257666000,0.0,0.0
2016-02-01 00:00:00-05:00,21.750990934463992,21.805103003429338,21.509739215095234,21.741971969604492,163774000,0.0,0.0
2016-02-02 00:00:00-05:00,21.51423906663697,21.654030384682486,21.257204693598187,21.30229949951172,149428800,0.0,0.0
2016-02-03 00:00:00-05:00,21.419547657269064,21.834409649360104,21.212116661223543,21.72393035888672,183857200,0.0,0.0
2016-02-04 00:00:00-05:00,21.730735187098187,22.063973316124038,21.57885168310811,21.898487091064453,185886800,0.13,0.0
2016-02-05 00:00:00-05:00,21.880346722156467,21.971024015774574,21.238808631526364,21.313615798950195,185672400,0.0,0.0
2016-02-08 00:00:00-05:00,21.111864924492025,21.69446438775061,21.091463436407842,21.538047790527344,216085600,0.0,0.0
2016-02-09 00:00:00-05:00,21.37482054288782,21.748863242736228,21.29321116366543,21.533504486083984,177324800,0.0,0.0
2016-02-10 00:00:00-05:00,21.74433548482184,21.84181329000121,21.33175536907968,21.37029266357422,169374400,0.0,0.0
2016-02-11 00:00:00-05:00,21.26147872949399,21.472302714075532,20.989446833197306,21.24107551574707,200298800,0.0,0.0
2016-02-12 00:00:00-05:00,21.352157525748236,21.422431615695398,21.084660426868574,21.30681800842285,161405600,0.0,0.0
2016-02-16 00:00:00-05:00,21.54030666911073,21.95515409111207,21.447363703526644,21.907548904418945,196231600,0.0,0.0
2016-02-17 00:00:00-05:00,21.91435225778724,22.263458735281954,21.796472979574066,22.243057250976562,179452800,0.0,0.0
2016-02-18 00:00:00-05:00,22.406276216391266,22.417611528318208,21.782872109976353,21.8214111328125,156084000,0.0,0.0
2016-02-19 00:00:00-05:00,21.762477503653237,21.93476426815786,21.717139700664486,21.77154541015625,141496800,0.0,0.0
2016-02-22 00:00:00-05:00,21.83275092401838,21.966500378783785,21.74434100032865,21.961965560913086,137123200,0.0,0.0
2016-02-23 00:00:00-05:00,21.853147485168304,21.875816379034177,21.433766895309585,21.465503692626953,127770400,0.0,0.0
2016-02-24 00:00:00-05:00,21.304554172668524,21.848614591431566,21.154936346840564,21.785140991210938,145022800,0.0,0.0
2016-02-25 00:00:00-05:00,21.773802048590266,21.93475341796875,21.59244746729102,21.93475341796875,110330800,0.0,0.0
2016-02-26 00:00:00-05:00,22.034496892385544,22.22038456002593,21.893948734855904,21.96875762939453,115964400,0.0,0.0
2016-02-29 00:00:00-05:00,21.957425383869325,22.26799458575054,21.909820188753347,21.918888092041016,140865200,0.0,0.0
2016-03-01 00:00:00-05:00,22.13651325835009,22.84379244112926,22.084373245235227,22.789386749267578,201628400,0.0,0.0
2016-03-02 00:00:00-05:00,22.7848486992614,22.870991170072692,22.587625731123904,22.83925437927246,132678400,0.0,0.0
2016-03-03 00:00:00-05:00,22.800718872162474,23.05688062631293,22.771247757318044,23.009275436401367,147822800,0.0,0.0
2016-03-04 00:00:00-05:00,23.20650049020174,23.51933536446856,22.97980810114662,23.35158348083496,184220400,0.0,0.0
2016-03-07 00:00:00-05:00,23.211034191665604,23.310779398939523,22.886863997551092,23.093154907226562,143315600,0.0,0.0
2016-03-08 00:00:00-05:00,22.846055943977557,23.06821521951815,22.75991346912839,22.902729034423828,126247600,0.0,0.0
2016-03-09 00:00:00-05:00,22.966198492975746,23.02740638819559,22.73043827153202,22.923128128051758,108806800,0.0,0.0
2016-03-10 00:00:00-05:00,22.988872819419413,23.17702616182926,22.70323996451378,22.934465408325195,134054400,0.0,0.0
2016-03-11 00:00:00-05:00,23.17702951471143,23.186097417872265,23.009277630050175,23.181564331054688,109632800,0.0,0.0
2016-03-14 00:00:00-04:00,23.102214958937523,23.328907276951117,23.07274385069967,23.240495681762695,100304400,0.0,0.0
2016-03-15 00:00:00-04:00,23.56693722237675,23.843502174596225,23.542000924748738,23.707487106323242,160270800,0.0,0.0
2016-03-16 00:00:00-04:00,23.71428887677972,24.0996652125511,23.709754060862114,24.02259063720703,153214000,0.0,0.0
2016-03-17 00:00:00-04:00,23.92057924604393,24.13593804538442,23.793632066323628,23.984054565429688,137682800,0.0,0.0
2016-03-18 00:00:00-04:00,24.106471388732402,24.14274300652028,23.845776486367246,24.011260986328125,176820800,0.0,0.0
