Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,SMA_20,SMA_50,Volatility
2016-03-09 00:00:00-05:00,22.966198492975742,23.02740638819559,22.73043827153202,22.92312812805176,108806800,0.0,0.0,0.0008906839703370917,22.18026351928711,22.25700263977051,0.014871720898054119
2016-03-10 00:00:00-05:00,22.988872819419413,23.17702616182926,22.70323996451378,22.934465408325195,134054400,0.0,0.0,0.0004945782360112894,22.258472156524657,22.234000091552733,0.014670912188730305
2016-03-11 00:00:00-05:00,23.17702951471143,23.186097417872265,23.00927763005017,23.181564331054688,109632800,0.0,0.0,0.010774130476997934,22.35549659729004,22.2072815322876,0.014568189332123102
2016-03-14 00:00:00-04:00,23.102214958937523,23.32890727695112,23.07274385069967,23.24049568176269,100304400,0.0,0.0,0.0025421645349903432,22.452180480957033,22.1881449508667,0.014571481217072675
2016-03-15 00:00:00-04:00,23.56693722237675,23.843502174596225,23.542000924748734,23.70748710632324,160270800,0.0,0.0,0.020093866798504,22.542177391052245,22.187637405395506,0.013977311046128768
2016-03-16 00:00:00-04:00,23.71428887677972,24.0996652125511,23.709754060862117,24.02259063720703,153214000,0.0,0.0,0.013291308752826358,22.63115406036377,22.193026237487793,0.013898568213033938
2016-03-17 00:00:00-04:00,23.92057924604393,24.13593804538442,23.793632066323628,23.984054565429688,137682800,0.0,0.0,-0.0016041596994812446,22.73928623199463,22.209549026489256,0.01289928695006352
2016-03-18 00:00:00-04:00,24.1064713887324,24.14274300652028,23.84577648636725,24.011260986328125,176820800,0.0,0.0,0.0011343545280977363,22.85127201080322,22.235679893493653,0.012822666288748166
2016-03-21 00:00:00-04:00,24.013524328147923,24.40343550570676,23.83443713708192,24.00899124145508,142010800,0.0,0.0,-9.452834960799184e-05,22.953623294830322,22.280930099487303,0.012838567549220406
2016-03-22 00:00:00-04:00,23.85937361041647,24.32182628508781,23.850305707439503,24.192611694335938,129777600,0.0,0.0,0.007647986999295808,23.08997869491577,22.327553062438966,0.011141581979575646
2016-03-23 00:00:00-04:00,24.138206406139545,24.271954085834214,24.00672440508244,24.058862686157227,102814000,0.0,0.0,-0.005528506383212228,23.203664779663086,22.36442123413086,0.011224651294200472
2016-03-24 00:00:00-04:00,23.909244432370954,24.08606420344629,23.777762443280132,23.95458221435547,104532000,0.0,0.0,-0.004334389084059143,23.30465621948242,22.39275535583496,0.011406407959180744
2016-03-28 00:00:00-04:00,24.02938821816688,24.072460316534336,23.81629686353881,23.84576797485352,77645600,0.0,0.0,-0.004542522951485273,23.398506736755373,22.430502243041992,0.011568836127714236
2016-03-29 00:00:00-04:00,23.777762531955798,24.43517075033608,23.775495123990456,24.410234451293945,124760400,0.0,0.0,0.02367155786451014,23.523074054718016,22.46993362426758,0.012243353376874164
2016-03-30 00:00:00-04:00,24.630130864020177,25.03137567152456,24.618795551630864,24.8364200592041,182404400,0.0,0.0,0.017459300063689565,23.625425720214842,22.528666076660155,0.009717773936033888
2016-03-31 00:00:00-04:00,24.87268719566875,24.91349189158519,24.68226470488352,24.70720100402832,103553600,0.0,0.0,-0.005202805189626902,23.718823051452638,22.58693359375,0.009942431927941562
2016-04-01 00:00:00-04:00,24.659599417281587,24.93616442673863,24.528117407945324,24.933897018432617,103496000,0.0,0.0,0.009175301336939556,23.8150541305542,22.649148712158205,0.009981587969272593
2016-04-04 00:00:00-04:00,25.03137015631035,25.432616604933106,24.99736595616047,25.19005584716797,149424800,0.0,0.0,0.010273517555076994,23.90697774887085,22.71869655609131,0.00977014380282452
2016-04-05 00:00:00-04:00,24.82508071710366,25.10164567179377,24.80467750544146,24.89308738708496,106314800,0.0,0.0,-0.011789114795328848,23.996974372863768,22.759217109680176,0.009829304794628778
2016-04-06 00:00:00-04:00,24.988303135262203,25.158322429290177,24.75480851866221,25.15378761291504,105616400,0.0,0.0,0.010472795992566786,24.10952730178833,22.81388023376465,0.009507311218626332
2016-04-07 00:00:00-04:00,24.924821758178663,25.031367433279197,24.50997609596049,24.605186462402344,127207600,0.0,0.0,-0.021809882430231742,24.19363021850586,22.85509105682373,0.011196243581297343
2016-04-08 00:00:00-04:00,24.689067885533632,24.8840217407718,24.52131427941791,24.63239479064941,94326800,0.0,0.0,0.0011057964664742403,24.27852668762207,22.926472816467285,0.011188134284093546
2016-04-11 00:00:00-04:00,24.70266712144728,25.07444245913687,24.67093032892686,24.714000701904297,117630000,0.0,0.0,0.0033129507686302517,24.35514850616455,22.99646541595459,0.011061294982171484
2016-04-12 00:00:00-04:00,24.786544736323343,25.04950873511771,24.632395573682636,25.035907745361328,108929200,0.0,0.0,0.013025290698168046,24.444919109344482,23.058240699768067,0.011271680603808005
2016-04-13 00:00:00-04:00,25.117516811834165,25.46662156083389,25.117516811834165,25.39861488342285,133029200,0.0,0.0,0.014487477017034678,24.529475498199464,23.131373558044434,0.010908687437385331
2016-04-14 00:00:00-04:00,25.30340480951306,25.477957186166464,25.237663809870032,25.41221618652344,101895600,0.0,0.0,0.0005355135767448616,24.598956775665282,23.213571891784667,0.01067699506875378
2016-04-15 00:00:00-04:00,25.414480130526364,25.45755223154841,24.87495294670336,24.90215492248535,187756000,0.0,0.0,-0.020071498695520495,24.644861793518068,23.27713638305664,0.0118214810460423
2016-04-18 00:00:00-04:00,24.68453405013353,24.69813503999792,24.242484584284085,24.364898681640625,243286000,0.0,0.0,-0.021574688717385326,24.66254367828369,23.326464614868165,0.012941161144975809
2016-04-19 00:00:00-04:00,24.45557552402066,24.48277923468848,24.081534447111306,24.235685348510746,129539600,0.0,0.0,-0.005303257559911123,24.673878383636474,23.384906005859374,0.013012558248531281
2016-04-20 00:00:00-04:00,24.174477998718213,24.50318129508087,24.04299598836283,24.28555679321289,122444000,0.0,0.0,0.002057769111332819,24.67852563858032,23.439856185913087,0.012911729149024371
2016-04-21 00:00:00-04:00,24.240215104062983,24.240215104062983,23.920578033367185,24.02259063720703,126210000,0.0,0.0,-0.01082808840847127,24.676712036132812,23.489637908935546,0.013090160575392877
2016-04-22 00:00:00-04:00,23.804974158055398,24.13821232927027,23.716564242777093,23.95685768127441,134732400,0.0,0.0,-0.002736297551139688,24.67682580947876,23.541369209289552,0.013067128573776496
