Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,SMA_20,SMA_50,Volatility,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,Future_Return,Signal
2016-04-06 00:00:00-04:00,24.988303135262203,25.158322429290177,24.75480851866221,25.15378761291504,105616400,0.0,0.0,0.0104727959925667,24.10952730178833,22.81388023376465,0.0095073112186263,70.50108438424476,0.5041077004101666,0.4091573357826908,25.504252563670345,22.714802039906314,2.7894505237640317,-0.021809882430231742,0
2016-04-07 00:00:00-04:00,24.924821758178663,25.0313674332792,24.50997609596049,24.605186462402344,127207600,0.0,0.0,-0.0218098824302317,24.19363021850586,22.85509105682373,0.0111962435812973,59.500520461366875,0.46931117508702513,0.4211881036435577,25.48625277779141,22.90100765922031,2.585245118571102,0.0011057964664742403,1
2016-04-08 00:00:00-04:00,24.689067885533632,24.8840217407718,24.52131427941791,24.63239479064941,94326800,0.0,0.0,0.0011057964664742,24.27852668762207,22.926472816467285,0.0111881342840935,59.500544091862544,0.43887112957905927,0.42472470883065805,25.439244909457532,23.117808465786606,2.321436443670926,0.0033129507686302517,1
2016-04-11 00:00:00-04:00,24.70266712144728,25.07444245913687,24.67093032892686,24.714000701904297,117630000,0.0,0.0,0.0033129507686302,24.35514850616455,22.99646541595459,0.0110612949821714,60.52795278730359,0.4165305839441018,0.42308588385334683,25.40830520453012,23.30199180779898,2.1063133967311387,0.013025290698168046,1
2016-04-12 00:00:00-04:00,24.786544736323343,25.04950873511771,24.63239557368264,25.035907745361328,108929200,0.0,0.0,0.013025290698168,24.44491910934448,23.058240699768067,0.011271680603808,62.09352273187301,0.4199597145179119,0.4224606499862599,25.399488992935733,23.49034922575323,1.9091397671825021,0.014487477017034678,1
2016-04-13 00:00:00-04:00,25.117516811834165,25.46662156083389,25.117516811834165,25.39861488342285,133029200,0.0,0.0,0.0144874770170346,24.529475498199464,23.131373558044437,0.0109086874373853,68.02913960047272,0.44679439233970797,0.4273273984569495,25.50829878853852,23.550652207860406,1.9576465806781158,0.0005355135767448616,1
2016-04-14 00:00:00-04:00,25.30340480951306,25.477957186166464,25.237663809870032,25.41221618652344,101895600,0.0,0.0,0.0005355135767448,24.59895677566528,23.213571891784667,0.0106769950687537,70.10618481841246,0.4638120428196224,0.4346243273294841,25.622541530315853,23.57537202101471,2.047169509301142,-0.020071498695520495,0
2016-04-15 00:00:00-04:00,25.414480130526364,25.45755223154841,24.87495294670336,24.90215492248535,187756000,0.0,0.0,-0.0200714986955204,24.644861793518068,23.27713638305664,0.0118214810460423,63.11927683388843,0.4311707046932156,0.4339336028022304,25.634106724827674,23.65561686220846,1.9784898626192131,-0.021574688717385326,0
2016-04-18 00:00:00-04:00,24.68453405013353,24.69813503999792,24.242484584284085,24.364898681640625,243286000,0.0,0.0,-0.0215746887173853,24.66254367828369,23.326464614868165,0.0129411611449758,49.43314367371741,0.3578253327639054,0.4187119487945654,25.616102405229768,23.708984951337612,1.9071174538921554,-0.005303257559911123,0
2016-04-19 00:00:00-04:00,24.45557552402066,24.48277923468848,24.081534447111306,24.235685348510746,129539600,0.0,0.0,-0.0053032575599111,24.673878383636477,23.38490600585937,0.0130125582485312,41.88613936885846,0.28597561213925715,0.3921646814635038,25.59971347209441,23.748043295178537,1.8516701769158743,0.002057769111332819,1
2016-04-20 00:00:00-04:00,24.174477998718213,24.50318129508087,24.04299598836283,24.28555679321289,122444000,0.0,0.0,0.0020577691113328,24.67852563858032,23.439856185913087,0.0129117291490243,44.18029519871656,0.2304024635105506,0.35981223787291317,25.595075748518685,23.76197552864196,1.8331002198767266,-0.01082808840847127,0
2016-04-21 00:00:00-04:00,24.240215104062983,24.240215104062983,23.920578033367185,24.02259063720703,126210000,0.0,0.0,-0.0108280884084712,24.67671203613281,23.489637908935546,0.0130901605753928,37.546467432526754,0.16325922107437307,0.3205016345132051,25.598553130154333,23.754870942111292,1.84368218804304,-0.002736297551139688,0
2016-04-22 00:00:00-04:00,23.8049741580554,24.13821232927027,23.716564242777093,23.95685768127441,134732400,0.0,0.0,-0.0027362975511396,24.67682580947876,23.541369209289552,0.0130671285737764,32.22238169948871,0.1035499580533994,0.277111299221244,25.59829212565763,23.755359493299892,1.842932632357737,-0.005677654175742397,0
2016-04-25 00:00:00-04:00,23.802703120282903,23.95005353312316,23.69162432332216,23.820838928222656,112126400,0.0,0.0,-0.0056776541757423,24.675579357147218,23.592964477539063,0.0130907341520502,33.79041173387034,0.04473864110630643,0.2306367675982565,25.601833972570958,23.749324741723477,1.852509230847481,-0.006947084549739357,0
2016-04-26 00:00:00-04:00,23.555610057989227,23.87071238162952,23.555610057989227,23.65535354614257,224064800,0.0,0.0,-0.0069470845497392,24.63783531188965,23.639935188293457,0.0119181671088202,26.676155205900656,-0.015049556680356346,0.18149950274253396,25.665578028736434,23.610092595042865,2.055485433693569,-0.06257808079167748,0
2016-04-27 00:00:00-04:00,21.762466888529023,22.376802985860067,21.689925401414943,22.175046920776367,458408400,0.0,0.0,-0.0625780807916775,24.50476665496826,23.645285148620605,0.017395268276127,20.678407028567833,-0.17980779507028188,0.1092380431799708,26.00486890380538,23.00466440613114,3.0002044976742397,-0.030566283084687562,0
2016-04-28 00:00:00-04:00,22.127442679762147,22.188648859516505,21.36575616767708,21.497238159179688,328970800,0.0,0.0,-0.0305662830846875,24.34426851272583,23.630368766784667,0.0182745062754074,17.30494354783214,-0.3609130078955083,0.01520783296487499,26.353615723277706,22.334921302173953,4.018694421103753,-0.011494360975637496,0
2016-04-29 00:00:00-04:00,21.30681423326988,21.472300415516543,20.97131051213549,21.250141143798828,274126000,0.0,0.0,-0.0114943609756374,24.16008071899414,23.618943367004395,0.0179059322755697,15.082296155410958,-0.5184030304767617,-0.09151433972345235,26.576056997321004,21.74410444066728,4.831952556653725,-0.0010667617851372047,0
