,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,SMA_20,SMA_50,Volatility,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,Future_Return,Signal,Predicted_Signal
1956,2024-01-12 00:00:00-05:00,184.31932317774945,184.9929693343664,183.4574672534665,184.18063354492188,40477800,0.0,0.0,0.0017783166867719,188.48545455932617,187.21930114746087,0.0109017567832677,29.475307082567483,-1.5869237062791512,-0.8271411323945401,199.5300147726892,177.44089434596307,22.08912042672614,-0.0123172584446229,0,1
1957,2024-01-16 00:00:00-05:00,180.45578462721195,182.5361287641061,179.23728115128063,181.9120330810547,65603000,0.0,0.0,-0.0123172584446229,187.76822891235352,187.415228881836,0.0110508026790574,27.89366516918844,-1.7317046474771305,-1.0080538354110582,198.54781711673124,176.98864070797575,21.55917640875549,-0.005173385500009,0,1
1958,2024-01-17 00:00:00-05:00,179.57413473456663,181.2185931345764,178.61320834965068,180.970932006836,47317400,0.0,0.0,-0.0051733855000092,187.0306945800781,187.5211016845703,0.0110526558033389,27.407505842336636,-1.9004760728835493,-1.1865382829055564,197.53398156288992,176.52740759726632,21.0065739656236,0.0325706901056825,1,1
1959,2024-01-18 00:00:00-05:00,184.34903461223053,187.37050341346043,184.09147247948349,186.8652801513672,78005800,0.0,0.0,0.0325706901056825,186.67109222412108,187.76306518554688,0.013652963291419,42.15287623670497,-1.5408421402578083,-1.257399054376007,196.6403391020216,176.7018453462206,19.93849375580095,0.0155328874935767,1,0
1960,2024-01-19 00:00:00-05:00,187.5587047602819,190.15418823308323,187.0534815615711,189.7678375244141,68903000,0.0,0.0,0.0155328874935767,186.40460968017572,188.01203063964843,0.014115338508628,46.77315139922383,-1.0099751702338151,-1.2079142775475686,195.68671885174052,177.122500508611,18.56421834312954,0.0121633481752483,1,1
1961,2024-01-22 00:00:00-05:00,190.50092877344645,193.50258021639056,190.46129453088,192.0760498046875,60133900,0.0,0.0,0.0121633481752483,186.3580490112305,188.25591217041017,0.0142378345099391,52.08718641144635,-0.3984131722703239,-1.04601405649212,195.50912266210705,177.2069753603539,18.30214730175311,0.0066532167091306,1,1
1962,2024-01-23 00:00:00-05:00,193.1954817674048,193.91864797179585,192.0166124722801,193.35397338867188,42355600,0.0,0.0,0.0066532167091306,186.3828155517578,188.50417999267577,0.0143172340068787,67.67966887889827,0.187213786363884,-0.7993684879209192,195.61032797380284,177.15530312971276,18.45502484409008,-0.0034839199264247,0,1
1963,2024-01-24 00:00:00-05:00,193.59173469903223,194.54276001272405,192.521836889642,192.6803436279297,53631300,0.0,0.0,-0.0034839199264247,186.42739486694336,188.74847259521485,0.0142808287670759,69.50891454142074,0.5901679891507001,-0.5214611925065954,195.7727352565236,177.08205447736316,18.6906807791604,-0.0016966146661345,0,1
1964,2024-01-25 00:00:00-05:00,193.3936190715828,194.4337988121109,191.30335858737243,192.3534393310547,54822100,0.0,0.0,-0.0016966146661345,186.48287124633788,188.90241943359376,0.0142697497681785,75.26788327609663,0.8730694521058808,-0.2425550635841001,195.9608313181611,177.00491117451466,18.95592014364644,-0.0090127974012529,0,1
1965,2024-01-26 00:00:00-05:00,192.4524949693292,192.9379010590096,190.1442916656392,190.6197967529297,44594000,0.0,0.0,-0.0090127974012529,186.44671325683595,189.0533935546875,0.0144234238229891,72.23090121224249,0.9464701139769716,-0.0047500280718858,195.8518437647536,177.04158274891833,18.81026101583524,-0.003585843267526,0,1
